KEY,English,SChinese,TChinese,Japanese
LKComaBerenicesInfo,"Berenice legendarily swore to the goddess Aphrodite to sacrifice her long hair, if her husband returned safely from a battle during the Third Syrian War. After Ptolemy's safe return to Alexandria, she cut her hair and placed it in the Aphrodite's temple at Zephyrium. By the next morning the hair had disappeared. Conon proposed that Aphrodite had interceded to place the hair in the sky as an acknowledgement of Berenice's sacrifice.",一般认为后发座是由第谷·布拉赫在他1602年的星表中最先提出，1603年出现在拜耳命名法中。传说，历史上的贝勒尼基二世是古代昔兰尼的公主，埃及法老托勒密三世的王后。约在公元前243年的时候，托勒密三世远征叙利亚。她向神祈祷保佑丈夫平安归来，把头发剪下来奉献在女神阿佛罗狄忒的神庙。传说第二天，她的头发不见了。宫廷里的人说是被女神摄到了天上，成为后发座。,一般認為后發座是由第谷·布拉赫在他1602年的星表中最先提出，1603年出現在拜耳命名法中。傳說，歷史上的貝勒尼基二世是古代昔蘭尼的公主，埃及法老托勒密三世的王後。約在公元前243年的時候，托勒密三世遠征敘利亞。她向神祈禱保佑丈夫平安歸來，把頭發剪下來奉獻在女神阿佛羅狄忒的神廟。傳說第二天，她的頭發不見了。宮廷裏的人說是被女神攝到了天上，成為后發座。,プトレマイオス3世は自分の姉妹を殺したセレウコス朝シリアを紀元前243年ごろ攻めた。ベレニケは、夫が無事に戻ったならば、美しく、かつ美しいゆえに有名であった自分の髪を女神アプロディーテーに捧げると誓った。夫が戻ると、王妃は髪を切り、女神の神殿に供えたところ、翌朝までに髪の毛は消えていた。宮廷天文学者コノンは、かつ髪が美しいので大変に喜び、空に上げて星座にした、と王と王妃に告げ、かみのけ座と呼ばれることになった。
LKCoronaBorealisTitle,Corona Borealis,北冕座,北冕座,かんむり座
LKCoronaBorealisLatin,the Northern Crown,Corona Borealis,Corona Borealis,Corona Borealis
LKCoronaBorealisInfo,"In Greek mythology, Corona Borealis was linked to the legend of Theseus and the minotaur. It was generally considered to represent a crown given by Dionysus to Ariadne, the daughter of Minos of Crete, after she had been abandoned by the Athenian prince Theseus. When she wore the crown at her marriage to Dionysus, he placed it in the heavens to commemorate their wedding.",北冕座是现代88个星座和托勒密定义的48个星座之一。古代人们就很熟悉这个星座内的显著恒星，在很多古文明中，它被看为一个皇冠或花冠。在希腊神话中，这顶皇冠是阿里阿德涅被特修斯抛弃后，酒神狄俄尼索斯送给她的。北冕座内包括7颗星等在+2到+4的恒星。尽管这个区域内有许多的星系/深空天体。但就算使用小型望远镜也无法看见它们。,北冕座是现代88个星座和托勒密定义的48个星座之一。古代人们就很熟悉这个星座内的显著恒星，在很多古文明中，它被看为一个皇冠或花冠。在希腊神话中，这顶皇冠是阿里阿德涅被特修斯抛弃后，酒神狄俄尼索斯送给她的。北冕座内包括7颗星等在+2到+4的恒星。尽管这个区域内有许多的星系/深空天体。但就算使用小型望远镜也无法看见它们。,クレタ島には怪獣ミーノータウロスがおり、王ミーノースは毎年7人ずつの最も美しい少年と少女を生贄に捧げていた。勇者テーセウスが生贄に混じって潜入し、怪物を退治した。このとき、ミーノースの娘の王女アリアドネーがテーセウスに恋をし彼に助力した。2人は島を脱出するが、何らかの事情で離れ離れになり、アリアドネーは悲しんだ。彼女を元気付けるため、酒神ディオニューソスが彼女を妃に迎え、冠を贈った。この冠がかんむり座となった。
LKDracoTitle,Draco,天龙座,天龍座,りゅう座
LKDracoLatin,the Dragon,Draco,Draco,Draco
LKDracoInfo,"Dragons in Greek mythology that may have inspired the constellation's name include Ladon, the dragon who guarded the golden apples of the Hesperides. Hercules killed Ladon during his 12 labors; he was tasked with stealing the golden apples. The constellation of Hercules is depicted near Draco. Sometimes, Draco is represented as the demon son of Gaia, Typhon.",在希腊神话中有许多的龙都与星座相关，包括看守金苹果的科尔喀斯巨龙拉冬。海克力斯在他的12件任务中杀死了拉冬，顺利地偷走了金苹果。赫克利斯的星座就在拉冬的旁边。在希腊-罗马的传说中，天龙座是在任务失败后被女神密涅瓦杀死，然后被扔进天空的。这只龙本来是泰坦巨人，与奥林匹克的众神战斗了10年。当密涅瓦投掷这只龙时，它将自己扭曲并冰冻在天球北极。有时，天龙被描述为恶魔盖亚的儿子堤丰。,在希臘神話中有許多的龍都與星座相關，包括看守金蘋果的科爾喀斯巨龍拉冬。海克力斯在他的12件任務中殺死了拉冬，順利地偷走了金蘋果。赫克利斯的星座就在拉冬的旁邊。在希臘-羅馬的傳說中，天龍座是在任務失敗後被女神密涅瓦殺死，然後被扔進天空的。這只龍本來是泰坦巨人，與奧林匹克的眾神戰鬥了10年。當密涅瓦投擲這只龍時，它將自己扭曲並冰凍在天球北極。有時，天龍被描述為惡魔蓋亞的兒子堤豐。,ヘーラクレース（ヘルクレス座）の12の冒険の11番目が、この100の頭を持つ竜（ラードーン）が守るりんごをとってくることであった。この竜はヘーラクレースに倒されたとも、また、ヘーラクレースは直接対面していないという説もある。どちらにしても、このりんごは神しかとることができないので、ヘーラクレースはアトラースに代わりに取りに行ってもらった。星座の中ではヘルクレス座もりゅう座も隣同士にある。
LKLeoMinorTitle,Leo Minor,小狮座,小獅座,こじし座
LKLeoMinorLatin,the lesser Lion,Leo Minor,Leo Minor,Leo Minor
LKLeoMinorInfo,"Leo Minor is a small and faint constellation in the northern celestial hemisphere. Its name is Latin for ""the smaller lion"", in contrast to Leo, the larger lion. It lies between the larger and more recognizable Ursa Major to the north and Leo to the south. it was designated by Johannes Hevelius in 1687.",小狮座是一个比较暗淡的星座，位于大熊座和狮子座之间的三角形地带。在1687年为约翰·赫维留所创立。没有对应的古代神话。不含著名的深空天体。最亮的一个是NGC 3003，为视星等11.7的星系，大小为5.9角分，侧对地球。,小獅座是一個比較暗淡的星座，位於大熊座和獅子座之間的三角形地帶。在1687年為約翰·赫維留所創立。沒有對應的古代神話。不含著名的深空天體。最亮的一個是NGC 3003，為視星等11.7的星系，大小為5.9角分，側對地球。,1687年にヨハネス?ヘヴェリウスによって、しし座とおおぐま座の間の星座のない場所に隙間を埋めるように設定された。これは、1845年にフランシス?ベイリーが星図の中でこの星座の星にバイエル符号を振った際に、現在の46番星にαの符号を振り忘れたことによるもの、と考えられている。こじし座は新しい星座なので、神話はない。
LKLynxTitle,Lynx,天猫座,天貓座,やまねこ座
LKLynxLatin,the Lynx,Lynx,Lynx,Lynx
LKLynxInfo,"Polish astronomer Johannes Hevelius formed the constellation in the 17th century from 19 faint stars that he observed with the unaided eye between the constellations Ursa Major and Auriga. Naming it Lynx because of its faintness, he challenged future stargazers to see it, declaring that only the lynx-eyed would have been able to recognize it.",天猫是指阿耳戈船英雄之一的林叩斯，林叩斯拥有世界上最敏锐的视力，甚至能看到阴间之物，视力如夜猫。林叩斯和兄弟伊达斯为了两个女子，而和狄俄斯库里兄弟，卡斯托耳和波吕丢刻斯起哄，伊达斯杀死卡斯托耳，波吕丢刻斯杀死林叩斯，当伊达斯攻击波吕丢刻斯时，被后者的父亲——宙斯以雷电劈死。,天貓是指阿耳戈船英雄之一的林叩斯，林叩斯擁有世界上最敏銳的視力，甚至能看到陰間之物，視力如夜貓。林叩斯和兄弟伊達斯為了兩個女子，而和狄俄斯庫裏兄弟，卡斯托耳和波呂丟刻斯起哄，伊達斯殺死卡斯托耳，波呂丟刻斯殺死林叩斯，當伊達斯攻擊波呂丟刻斯時，被後者的父親——宙斯以雷電劈死。,北天の星座の1つ。1687年に天文学者のヨハネス?ヘヴェリウスによって設定された[1]。おおぐま座とぎょしゃ座の間の大きな隙間を埋めるように作られたが、明るい星がなく、ヘヴェリウスは「この星座を見るためには、ヤマネコ（厳密にはオオヤマネコ）のような鋭い目が必要だ」と述べている。
LKUrsaMajorTitle,Ursa Major,大熊座,小熊座,おおぐま座
LKUrsaMajorLatin,the Great Bear,Ursa Major,Ursa Major,Ursa Major
LKUrsaMajorInfo,"In Roman mythology, Jupiter lusts after a young woman named Callisto, a nymph of Diana. Juno, Jupiter's jealous wife, discovers that Callisto has a son named Arcas, and believes it is by Jupiter. Juno then transforms the beautiful Callisto into a bear so she no longer attracts Jupiter. ",这个星座拥有全天最显著的星象，即北斗七星。许多古代文明都认为这个星座的星象是一只熊。在希腊神话中，宙斯为了使美丽的仙女卡利斯托逃脱天后赫拉的忌妒，把她变成了一只熊。但赫拉仍然穷追不舍，命令狩猎女神阿耳忒弥斯射杀这只熊，宙斯不得已把大熊提升为天上的星座。,這個星座擁有全天最顯著的星象，即北鬥七星。許多古代文明都認為這個星座的星象是一只熊。在希臘神話中，宙斯為了使美麗的仙女卡利斯托逃脫天後赫拉的忌妒，把她變成了一只熊。但赫拉仍然窮追不舍，命令狩獵女神阿耳忒彌斯射殺這只熊，宙斯不得已把大熊提升為天上的星座。,森のニンフにカリストーという活発な娘がいた。大神ゼウスがカリストーに恋をし、2人の間にアルカスという男の子が生まれた。これを知ったゼウスの妻の女神ヘーラーは大変に怒り、カリストーを毛深く声の低い、恐ろしい熊にしてしまい、ほめられていた口も顎にかわってしまった。
LKUrsaMinorTitle,Ursa Minor,小熊座,小熊座,こぐま座
LKUrsaMinorLatin,the Little Bear,Ursa Minor,Ursa Minor,Ursa Minor
LKUrsaMinorInfo,"Ursa Minor and Ursa Major were related by the Greeks to the myth of Callisto and her son Arcas, both placed in the sky by Zeus. In a variant of the story in which Bo?tes represents Arcas, Ursa Minor represents a dog. ",把小熊座中的七颗亮星连接起来，能构成与大熊座的北斗七星相类似的一个斗型，因此这七颗星也被称作小北斗。在斗柄开始处是小熊座α，它是目前的北极星，指示着北天极。,把小熊座中的七顆亮星連接起來，能構成與大熊座的北鬥七星相類似的一個鬥型，因此這七顆星也被稱作小北鬥。在鬥柄開始處是小熊座α，它是目前的北極星，指示著北天極。,紀元前6世紀の古代ギリシアの天文学者タレスが設定した星座だとされるが、これ以前に船乗りたちが方位を見つけるためにこの星座を使っていたのは確かである。
LKCarinaTitle,Carina,船底座,船底座,りゅうこつ座
LKCarinaLatin,the Keel,Carina,Carina,Carina
LKCarinaInfo,"Carina was once a part of Argo Navis, the great ship of Jason and the Argonauts who searched for the Golden Fleece. The constellation of Argo was introduced in ancient Greece. However, Nicolas Louis de Lacaille divided Argo into three component constellations in 1763, including Carina, the Keel.Despite the division, Lacaille kept Argo's Bayer designations. Therefore, Carina has the α, β and ε, Vela has γ and δ, Puppis has ζ, and so on.",托勒密本称船尾座、船帆座及船底座为同一星座，叫做南船座。在十八世纪，天文学家认为南船座所占之天区过大，故将其拆开。南船座即阿格号，故事中伊阿宋带着五十个人乘阿格号到位于黑海的科尔基斯找金羊毛。经过几番波折进入黑海后，伊阿宋偷去金羊毛回到希腊，把阿格号泊于科林斯，算是对海神波塞冬的一种感谢。在星图上，我们只能见到阿格号的船尾，船头被浓雾所覆盖，或是被撞岩所遮。,托勒密本稱船尾座、船帆座及船底座為同一星座，叫做南船座。在十八世紀，天文學家認為南船座所占之天區過大，故將其拆開。南船座即阿格號，故事中伊阿宋帶著五十個人乘阿格號到位於黑海的科爾基斯找金羊毛。經過幾番波折進入黑海後，伊阿宋偷去金羊毛回到希臘，把阿格號泊於科林斯，算是對海神波塞冬的一種感謝。在星圖上，我們只能見到阿格號的船尾，船頭被濃霧所覆蓋，或是被撞巖所遮掩。,1756年出版の、フランス科学アカデミーの1752年版『紀要』に収められたニコラ?ルイ?ド?ラカーユの星表の中で、アルゴ座の一部分の名称として Corps du Navire (船体) と書かれたのが始まりである。ラカーユ死後の1763年に出版された星表とされた。アルゴ座はあまりに巨大すぎたため、1922年に国際天文学連合が現在の88星座を定めた際に3つに分割された。りゅうこつ座は、このアルゴー船の「竜骨」の部分に相当する。
LKColumbaTitle,Columba,天鸽座,天鴿座,はと座
LKColumbaLatin,the Dove,Columba,Columba,Columba
LKColumbaInfo,"Plancius originally named the constellation Columba Noachi (""Noah's Dove""), referring to the dove that gave Noah the information that the Great Flood was receding. This name is found on early 17th-century celestial globes and star atlases. ","天鸽座为南天星座之一。在天兔座之南，雕具座和船尾座之间。这个小星座像一只鸽子, 天文学家普朗修斯给它取了现在的名字, 尽管这个星座位于南天, 在北半球中纬度地区, 1月和2月在天刚黑的时刻, 还是可以看见它的。","天鴿座為南天星座之一。在天兔座之南，雕具座和船尾座之間。這個小星座像一只鴿子, 天文學家普朗修斯給它取了現在的名字, 盡管這個星座位於南天, 在北半球中緯度地區, 1月和2月在天剛黑的時刻, 還是可以看見它的。",プランシウスは、ノアに大洪水が退いたことを知らせたハトを指して、元々は Columba Noachi（ノアのハト）と命名していた。この名前は、17世紀初期の天球儀やバイエルの「ウラノメトリア」のような星図にも見られる。
LKDelphinusTitle,Delphinus,海豚座,海豚座,いるか座
LKDelphinusLatin,Dolphin,Delphinus,Delphinus,Delphinus
LKDelphinusInfo,"Poseidon wanted to marry Amphitrite, a beautiful nereid. She, however, wanting to protect her virginity, fled to the Atlas mountains. Her suitor then sent out several searchers, among them a Delphinus. Delphinus accidentally stumbled upon her and was able to persuade Amphitrite to accept Poseidon's wooing. Out of gratitude the god placed the image of a dolphin among the stars.",希腊神话中，海神波塞冬欲娶海仙女安菲特里忒为妻，然而，为保贞洁，安菲特里忒逃至阿特拉斯山脉。于是，波塞冬便派人寻找她的下落，其中一只海豚偶然发现安菲特里忒，并打动她接受海塞冬的求婚。为答谢海豚的功劳，海豚就成了天上的海豚座。,希臘神話中，海神波塞冬欲娶海仙女安菲特裏忒為妻，然而，為保貞潔，安菲特裏忒逃至阿特拉斯山脈。於是，波塞冬便派人尋找她的下落，其中一只海豚偶然發現安菲特裏忒，並打動她接受海塞冬的求婚。為答謝海豚的功勞，海豚就成了天上的海豚座。,いるか座（海豚座)は、天の川の近くにある星座で、トレミーの48星座の1つ。最も明るい星でも4等星と暗い星座ではあるが、星々が密集しているため見つけやすい。ギリシャ神話で、ポセイドンの妻になることを拒んで逃げたアムピトリーテーを探し出して連れ戻ったイルカを記念したもの、としている。
LKEquuleusTitle,Equuleus,小马座,小馬座,こうま座
LKEquuleusLatin,the Pony,Equuleus,Equuleus,Equuleus
LKEquuleusInfo,"In Greek mythology, one myth associates Equuleus with the foal Celeris, who was the offspring or brother of the winged horse Pegasus. Celeris was given to Castor by Mercury. Other myths say that Equuleus is the horse struck from Poseidon's trident, during the contest between him and Athena when deciding which would be the superior. ",小马座位于飞马座西南，宝瓶座之北，是托勒密星座中最小的一个，没有亮于3等的恒星，所以在夜空中寻找到它有点困难。半人马喀戎之女希波受杜卡利翁之曾孙埃俄洛斯引诱，后来希波有了埃俄洛斯的身孕，逃到山中匿藏诞下墨拉尼佩，孩子刚出生时，喀戎却在到处找希波，希波要求神将自己变成母驴免被其父发现，女神阿耳忒弥斯成全她并将希波之映像置于天际，只露出其马头，免被其父喀戎发觉。,小馬座位於飛馬座西南，寶瓶座之北，是托勒密星座中最小的一個，沒有亮於3等的恒星，所以在夜空中尋找到它有點困難。半人馬喀戎之女希波受杜卡利翁之曾孫埃俄洛斯引誘，後來希波有了埃俄洛斯的身孕，逃到山中匿藏誕下墨拉尼佩，孩子剛出生時，喀戎卻在到處找希波，希波要求神將自己變成母驢免被其父發現，女神阿耳忒彌斯成全她並將希波之映像置於天際，只露出其馬頭，免被其父喀戎發覺。,この星座については、アラートス以外の偽エラトステネス、ヒュギーヌス、マニリウス、ウィトルウィウスの誰もが言及しておらず、神話は伝わっていない。神話学者らはペガスス座となったペーガソスの弟でメルクリウスがカストールに与えたケレリスとも、ユーノーがポルックスに与えたキュラルスとも、ネプトゥヌスがミネルウァと力比べをしたときに三叉戟で突いた生物とも考えられている。
LKEridanusTitle,Eridanus,波江座,波江座,エリダヌス座
LKEridanusLatin,the river Eridanus,Eridanus,Eridanus,Eridanus
LKEridanusInfo,"According to one theory, the Greek constellation takes its name from the Babylonian constellation known as the Star of Eridu (MUL.NUN.KI). Eridu was an ancient city in the extreme south of Babylonia; situated in the marshy regions it was held sacred to the god Enki-Ea who ruled the cosmic domain of the Abyss - a mythical conception of the fresh-water reservoir below the Earth's surface.",波江座是现代88星座，也是托勒密48星座之一。包含中国古代星座：天苑，九州殊口，天园，九游 ，玉井和水委。一说是宝瓶座流出来的水。另一说和太阳神阿波罗的儿子法厄同有关。波江座被认为是他驾驶太阳车的轨迹，或被宙斯击死后落入的阴间河流。,波江座是現代88星座，也是托勒密48星座之一。包含中國古代星座：天苑，九州殊口，天園，九遊 ，玉井和水委。一說是寶瓶座流出來的水。另一說和太陽神阿波羅的兒子法厄同有關。波江座被認為是他駕駛太陽車的軌跡，或被宙斯擊死後落入的陰間河流。,オウディウスやアラトスは以下の話を伝えている。太陽神ヘーリオスの息子パエトーンが、父に会いにいき、天を走る馬車に乗ることを乞い、許しを得た。しかし、彼には天の馬車を御する技量がなく、馬車は暴走してしまった。暴走を食い止めるために大神ゼウスは雷を落とした。パエトーンはエリダヌス川に落ち、死んでしまった。
LKPiscisAustrinusTitle,Piscis Austrinus,南鱼座,南魚座,みなみのうお座
LKPiscisAustrinusLatin,the Southern Fish,Piscis Austrinus,Piscis Austrinus,Piscis Austrinus
LKPiscisAustrinusInfo,"In Greek mythology, this constellation is known as the Great Fish and it is portrayed as swallowing the water being poured out by Aquarius, the water-bearer constellation. The two fish of the constellation Pisces are said to be the offspring of the Great Fish. In Egyptian mythology, this fish saved the life of the Egyptian goddess Isis, so she placed this fish and its descendants into the heavens as constellations of stars.",南鱼座是88个现代星座，48个托勒密星座中的一员。首要并且是唯一的亮星是南鱼座α星是颗蓝白色的巨星，距离地球25光年。在希腊神话中，南鱼座是美神阿佛洛狄忒的化身，她为了逃避大地女神盖亚之子巨神提丰的攻击而变成鱼躲在尼罗河里（一说是幼发拉底河）。之后她发现忘记带上自己的儿子厄洛斯，于是又上岸找到厄罗斯，为防止与儿子失散，她将两人脚绑在一起，化为鱼形，潜进河中。事后宙斯将阿佛洛狄忒首先化身的鱼提升到空中成为南鱼座，而之后她和厄罗斯化身的双鱼则称为双鱼座。,南魚座是88個現代星座，48個托勒密星座中的一員。首要並且是唯一的亮星是南魚座α星是顆藍白色的巨星，距離地球25光年。在希臘神話中，南魚座是美神阿佛洛狄忒的化身，她為了逃避大地女神蓋亞之子巨神提豐的攻擊而變成魚躲在尼羅河裏（一說是幼發拉底河）。之後她發現忘記帶上自己的兒子厄洛斯，於是又上岸找到厄羅斯，為防止與兒子失散，她將兩人腳綁在一起，化為魚形，潛進河中。事後宙斯將阿佛洛狄忒首先化身的魚提升到空中成為南魚座，而之後她和厄羅斯化身的雙魚則稱為雙魚座。,みなみのうお座（南の魚座、Piscis Austrinus）は、トレミーの48星座の1つ。星座の先端にあるα星は、全天21の1等星の1つであり、フォーマルハウトと呼ばれる。この星以外には明るい星はない。ギリシア神話によれば、神々がナイル川沿いで宴会を開いていたところ、突然、怪物テュポンが現れ、驚いた神々は動物に姿を変えて逃げた。愛の女神アプロディテが魚の形になって逃げたものとされる。また、うお座の魚の親魚だともいう。
LKPuppisTitle,Puppis,船尾座,船尾座,とも座
LKPuppisLatin,the Poop Deck,Puppis,Puppis,Puppis
LKPuppisInfo,"Carina was once a part of Argo Navis, the great ship of Jason and the Argonauts who searched for the Golden Fleece. The constellation of Argo was introduced in ancient Greece. However, Nicolas Louis de Lacaille divided Argo into three component constellations in 1763, including Carina, the Keel.Despite the division, Lacaille kept Argo's Bayer designations. Therefore, Carina has the α, β and ε, Vela has γ and δ, Puppis has ζ, and so on.",托勒密本称船尾座、船帆座及船底座为同一星座，叫做南船座。在十八世纪，天文学家认为南船座所占之天区过大，故将其拆开。南船座即阿格号，故事中伊阿宋带着五十个人乘阿格号到位于黑海的科尔基斯找金羊毛。经过几番波折进入黑海后，伊阿宋偷去金羊毛回到希腊，把阿格号泊于科林斯，算是对海神波塞冬的一种感谢。在星图上，我们只能见到阿格号的船尾，船头被浓雾所覆盖，或是被撞岩所遮。,托勒密本稱船尾座、船帆座及船底座為同一星座，叫做南船座。在十八世紀，天文學家認為南船座所占之天區過大，故將其拆開。南船座即阿格號，故事中伊阿宋帶著五十個人乘阿格號到位於黑海的科爾基斯找金羊毛。經過幾番波折進入黑海後，伊阿宋偷去金羊毛回到希臘，把阿格號泊於科林斯，算是對海神波塞冬的一種感謝。在星圖上，我們只能見到阿格號的船尾，船頭被濃霧所覆蓋，或是被撞巖所遮掩。,1756年出版の、フランス科学アカデミーの1752年版『紀要』に収められたニコラ?ルイ?ド?ラカーユの星表の中で、アルゴ座の一部分の名称として Corps du Navire (船体) と書かれたのが始まりである。ラカーユ死後の1763年に出版された星表とされた。アルゴ座はあまりに巨大すぎたため、1922年に国際天文学連合が現在の88星座を定めた際に3つに分割された。りゅうこつ座は、このアルゴー船の「竜骨」の部分に相当する。
LKPyxisTitle,Pyxis,罗盘座,羅盤座,らしんばん座
LKPyxisLatin,the compass Box,Pyxis,Pyxis,Pyxis
LKPyxisInfo,"Pyxis is a small and faint constellation in the southern sky. Abbreviated from Pyxis Nautica, its name is Latin for a mariner's compass. The constellation is located close to those forming the old constellation of the ship Argo Navis, and in the 19th century astronomer John Herschel suggested renaming Pyxis to Malus, the mast, but the suggestion was not followed.",罗盘座是在南天的一个小且暗淡的星座。它的名称源自拉丁文的水手的指南针。罗盘座是尼可拉·路易·拉卡伊在18世纪首度介绍的，它称之为船用罗盘（Pyxis Nautica），但是后来名称被缩短了。这个星座的位置靠近古老的南船座（阿戈尔号），天文学家约翰·赫歇尔在19世纪建议重新命名为船桅座，但是没有被接受。,羅盤座是在南天的一個小且暗淡的星座。它的名稱源自拉丁文的水手的指南針。羅盤座是尼可拉·路易·拉卡伊在18世紀首度介紹的，它稱之為船用羅盤（Pyxis Nautica），但是後來名稱被縮短了。這個星座的位置靠近古老的南船座（阿戈爾號），天文學家約翰·赫歇爾在19世紀建議重新命名為船桅座，但是沒有被接受。,らしんばん座（羅針盤座）は、南天の星座の1つ。らしんばん座は、1756年にニコラ?ルイ?ド?ラカーユによって新たに設定された。らしんばん座が設定された領域の近くにはギリシア神話に登場するアルゴー船をかたどったアルゴ座が存在したが、ラカーユはアルゴ座の領域を改めて定める。とともに、ヨハン?バイエルがバイエル符号を付けていなかった領域にらしんばん座を定め、新たに符号を設定した。
LKVelaTitle,Vela,船帆座,船帆座,ほ座
LKVelaLatin,the Sails,Vela,Vela,Vela
LKVelaInfo,"Carina was once a part of Argo Navis, the great ship of Jason and the Argonauts who searched for the Golden Fleece. The constellation of Argo was introduced in ancient Greece. However, Nicolas Louis de Lacaille divided Argo into three component constellations in 1763, including Carina, the Keel.Despite the division, Lacaille kept Argo's Bayer designations. Therefore, Carina has the α, β and ε, Vela has γ and δ, Puppis has ζ, and so on.",托勒密本称船尾座、船帆座及船底座为同一星座，叫做南船座。在十八世纪，天文学家认为南船座所占之天区过大，故将其拆开。南船座即阿格号，故事中伊阿宋带着五十个人乘阿格号到位于黑海的科尔基斯找金羊毛。经过几番波折进入黑海后，伊阿宋偷去金羊毛回到希腊，把阿格号泊于科林斯，算是对海神波塞冬的一种感谢。在星图上，我们只能见到阿格号的船尾，船头被浓雾所覆盖，或是被撞岩所遮。,托勒密本稱船尾座、船帆座及船底座為同一星座，叫做南船座。在十八世紀，天文學家認為南船座所占之天區過大，故將其拆開。南船座即阿格號，故事中伊阿宋帶著五十個人乘阿格號到位於黑海的科爾基斯找金羊毛。經過幾番波折進入黑海後，伊阿宋偷去金羊毛回到希臘，把阿格號泊於科林斯，算是對海神波塞冬的一種感謝。在星圖上，我們只能見到阿格號的船尾，船頭被濃霧所覆蓋，或是被撞巖所遮掩。,1756年出版の、フランス科学アカデミーの1752年版『紀要』に収められたニコラ?ルイ?ド?ラカーユの星表の中で、アルゴ座の一部分の名称として Corps du Navire (船体) と書かれたのが始まりである。ラカーユ死後の1763年に出版された星表とされた。アルゴ座はあまりに巨大すぎたため、1922年に国際天文学連合が現在の88星座を定めた際に3つに分割された。りゅうこつ座は、このアルゴー船の「竜骨」の部分に相当する。
LKAntliaTitle,Antlia,唧筒座,唧筒座,ポンプ座
LKAntliaLatin,the Air Pump,Antlia,Antlia,Antlia
LKAntliaInfo,"The French astronomer Nicolas-Louis de Lacaille first described the constellation in French as la Machine Pneumatique (the Pneumatic Pump) in 1751–52,commemorating the air pump invented by the French physicist Denis Papin. English astronomer John Herschel proposed shrinking the name to one word in 1844. This was universally adopted. The International Astronomical Union adopted it as one of the 88 modern constellations in 1922.",法国天文学家尼可拉·路易·拉卡伊在1751年至52年间最早使用法语“la Machine Pneumatique”（气动泵）一词来描述这个星座，用意是纪念法国物理学家丹尼斯·帕潘所发明的气泵。英国天文学家约翰·赫歇尔于1844年提出将二字的拉丁文名称缩减成一字，并指出拉卡伊本人有时也会使用自己星座的简称。这项提议获得了普遍采用。国际天文联会于1922年正式通过唧筒座成为现代88星座之一。,法國天文學家尼可拉·路易·拉卡伊在1751年至52年間最早使用法語“la Machine Pneumatique”（氣動泵）一詞來描述這個星座，用意是紀念法國物理學家丹尼斯·帕潘所發明的氣泵。英國天文學家約翰·赫歇爾於1844年提出將二字的拉丁文名稱縮減成一字，並指出拉卡伊本人有時也會使用自己星座的簡稱。這項提議獲得了普遍采用。國際天文聯會於1922年正式通過唧筒座成為現代88星座之一。,1756年にラカーユは、南天の星座のない領域を埋めるために13の星座を設定した。そのうちの1つがこのポンプ座である。ラカーユの南天天球図には、フランスの発明家ドニ?パパンが1670年代前半に使用した単気筒式の旧式ポンプが描かれている[6]。ドイツの天文学者ヨハン?ボーデの星図『ウラノグラフィア』には、パパンがパリからロンドンに渡ってボイルと共同で改良した二気筒式の真空ポンプが描かれている。
LKCaelumTitle,Caelum,雕具座,雕具座,ちょうこくぐ座
LKCaelumLatin,the Chisel,Caelum,Caelum,Caelum
LKCaelumInfo,"Caelum was first introduced in the eighteenth century by Nicolas Louis de Lacaille, a French astronomer who introduced thirteen other southern constellations at the same time. Lacaille gave the constellation the French name Burin, which was originally Latinized to Caelum Scalptorium (“The Engravers’ Chisel”).Francis Baily shortened this name to Caelum, as suggested by John Herschel.",雕具座最早由法国天文学家尼可拉·路易·拉卡伊于18世纪创立，他同时也创立了另外13个南天星座。拉卡伊用法语的“Burin”一词（意为雕刻刀）来为这星座命名，而最初拉丁化的名称为“Caelum Scalptorium”（意为雕刻者的凿子）。英国天文学家弗朗西斯·贝利也把二字的拉丁名缩减成一字。虽然雕具座在拉卡伊最初的星图中是以雕刻刀和刻版画用的雕刻针（échoppe）来表示，但后来变成只用凿子来代表。,雕具座最早由法國天文學家尼可拉·路易·拉卡伊於18世紀創立，他同時也創立了另外13個南天星座。拉卡伊用法語的“Burin”一詞（意為雕刻刀）來為這星座命名，而最初拉丁化的名稱為“Caelum Scalptorium”（意為雕刻者的鑿子）。英國天文學家弗朗西斯·貝利也把二字的拉丁名縮減成一字。雖然雕具座在拉卡伊最初的星圖中是以雕刻刀和刻版畫用的雕刻針（échoppe）來表示，但後來變成只用鑿子來代表。,1756年に、ビュランとドライポイントに使うニードルをモチーフとして、ニコラ?ルイ?ド?ラカーユによって設定された。ラカーユは当初フランス語で les Burins 、後にラテン語化した Caelum Scalptorium と名付けていた。1844年にジョン?ハーシェルが名前を短縮することを提案し、それを受けたフランシス?ベイリーが1845年に発表した British Association Catalogueにおいて Caelum と記述、以降この呼び名が定着した。
LKCircinusTitle,Circinus,圆规座,圓規座,コンパス座
LKCircinusLatin,the Compass,Circinus,Circinus,Circinus
